date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:31:06	560/560	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:06%20GMT	https://vdbprivate.com/en/myaccount/javax.faces.resource/watermark/watermark.jse3ba.xhtml?ln=primefaces&v=5.0	bank/httrack/vdbprivate.com/en/myaccount/javax.faces.resource/watermark/watermark.jse3bae3ba.xhtml	(from https://vdbprivate.com/en/myaccount/login.php)
09:31:07	511/511	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:07%20GMT	https://vdbprivate.com/en/myaccount/resources/images/favicon.ico	bank/httrack/vdbprivate.com/en/myaccount/resources/images/favicon.ico	(from https://vdbprivate.com/en/myaccount/login.php)
09:31:08	35479/35479	---M-Z	200	added ('OK')	text/css	etag:%228a97-65a4eb2a-569f9969a95def48;gz%22	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller-theme.css	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller-theme.css	(from https://vdbprivate.com/en/myaccount/login.php)
09:31:09	64738/64738	---M-Z	200	added ('OK')	text/css	etag:%22fce2-65a4eb2b-65d39c585abf6f30;gz%22	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css	(from https://vdbprivate.com/en/myaccount/login.php)
09:31:10	19368/19368	---M--	200	added ('OK')	image/png	etag:%224ba8-65a566be-3a1bd0ea4accc7bd;;;%22	https://vdbprivate.com/en/myaccount/img/logo-med.png	bank/httrack/vdbprivate.com/en/myaccount/img/logo-med.png	(from https://vdbprivate.com/en/myaccount/login.php)
09:31:12	265959/265959	---M--	200	added ('OK')	image/jpeg	etag:%2240ee7-65a566c7-40eda1979804c94f;;;%22	https://vdbprivate.com/en/myaccount/img/Valletta-at-Night.jpg	bank/httrack/vdbprivate.com/en/myaccount/img/Valletta-at-Night.jpg	(from https://vdbprivate.com/en/myaccount/login.php)
09:31:13	39582/39582	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Nov%202024%2004:01:12%20GMT	https://vdbprivate.com/en/myaccount/signup.php	bank/httrack/vdbprivate.com/en/myaccount/signup.html	(from https://vdbprivate.com/en/myaccount/login.php)
09:31:13	13098/13098	---M-Z	200	added ('OK')	application/javascript	etag:%22332a-65a4eb21-ff6347b371164be3;gz%22	https://vdbprivate.com/en/myaccount/resources/js/netinfo.js	bank/httrack/vdbprivate.com/en/myaccount/resources/js/netinfo.js	(from https://vdbprivate.com/en/myaccount/login.php)
09:31:14	6947/6947	---M-Z	200	added ('OK')	application/javascript	etag:%221b23-65a4eb20-f6b5ec886091e7eb;gz%22	https://vdbprivate.com/en/myaccount/resources/js/clientDetection.js	bank/httrack/vdbprivate.com/en/myaccount/resources/js/clientDetection.js	(from https://vdbprivate.com/en/myaccount/login.php)
09:31:15	29157/29157	---M-Z	200	added ('OK')	text/css	etag:%2271e5-65a4eb25-51ff17199b10b613;gz%22	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/css/font-awesome.css	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/css/font-awesome.css	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller-theme.css)
09:31:16	554/554	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:16%20GMT	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/images/ui-bg_flat_75_ffffff_40x100.png	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/images/ui-bg_flat_75_ffffff_40x100.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller-theme.css)
09:31:17	554/554	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:17%20GMT	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/images/ui-bg_glass_75_dadada_1x400.png	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/images/ui-bg_glass_75_dadada_1x400.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller-theme.css)
09:31:18	554/554	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:18%20GMT	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/images/ui-bg_glass_55_fbf9ee_1x400.png	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/images/ui-bg_glass_55_fbf9ee_1x400.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller-theme.css)
09:31:19	559/559	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:19%20GMT	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/images/ui-bg_inset-soft_95_fef1ec_1x100.png	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/images/ui-bg_inset-soft_95_fef1ec_1x100.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller-theme.css)
09:31:20	550/550	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:20%20GMT	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/images/ui-icons_6da8d5_256x240.png	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/images/ui-icons_6da8d5_256x240.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller-theme.css)
09:31:21	553/553	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:21%20GMT	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/images/ui-bg_flat_0_aaaaaa_40x100.png	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller-theme.css)
09:31:22	517/517	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:22%20GMT	https://vdbprivate.com/en/myaccount/resources/images/orange_arrow.html	bank/httrack/vdbprivate.com/en/myaccount/resources/images/orange_arrow.html	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:23	521/521	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:23%20GMT	https://vdbprivate.com/en/myaccount/resources/images/menu_hover_effect.png	bank/httrack/vdbprivate.com/en/myaccount/resources/images/menu_hover_effect.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:24	513/513	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:24%20GMT	https://vdbprivate.com/en/myaccount/resources/images/gray_icon.gif	bank/httrack/vdbprivate.com/en/myaccount/resources/images/gray_icon.gif	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:25	511/511	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:25%20GMT	https://vdbprivate.com/en/myaccount/resources/images/buttons.png	bank/httrack/vdbprivate.com/en/myaccount/resources/images/buttons.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:26	519/519	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:26%20GMT	https://vdbprivate.com/en/myaccount/resources/images/headerSeparator.png	bank/httrack/vdbprivate.com/en/myaccount/resources/images/headerSeparator.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:27	508/508	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:27%20GMT	https://vdbprivate.com/en/myaccount/resources/images/home.png	bank/httrack/vdbprivate.com/en/myaccount/resources/images/home.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:28	510/510	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:28%20GMT	https://vdbprivate.com/en/myaccount/resources/images/logout.png	bank/httrack/vdbprivate.com/en/myaccount/resources/images/logout.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:29	513/513	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:29%20GMT	https://vdbprivate.com/en/myaccount/resources/images/ad_inside.jpg	bank/httrack/vdbprivate.com/en/myaccount/resources/images/ad_inside.jpg	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:30	510/510	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:30%20GMT	https://vdbprivate.com/en/myaccount/resources/images/social.png	bank/httrack/vdbprivate.com/en/myaccount/resources/images/social.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:31	513/513	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:31%20GMT	https://vdbprivate.com/en/myaccount/resources/images/exportPdf.png	bank/httrack/vdbprivate.com/en/myaccount/resources/images/exportPdf.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:32	515/515	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:32%20GMT	https://vdbprivate.com/en/myaccount/resources/images/exportExcel.png	bank/httrack/vdbprivate.com/en/myaccount/resources/images/exportExcel.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:33	512/512	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:33%20GMT	https://vdbprivate.com/en/myaccount/resources/images/settings.png	bank/httrack/vdbprivate.com/en/myaccount/resources/images/settings.png	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:34	508/508	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:34%20GMT	https://vdbprivate.com/en/myaccount/resources/images/find.gif	bank/httrack/vdbprivate.com/en/myaccount/resources/images/find.gif	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/netteller.css)
09:31:35	4286/4286	---M--	200	added ('OK')	image/x-icon	etag:%2210be-65a56655-b53f97152ec6edde;;;%22	https://vdbprivate.com/en/myaccount/images/favicon.ico	bank/httrack/vdbprivate.com/en/myaccount/images/favicon.ico	(from https://vdbprivate.com/en/myaccount/signup.php)
09:31:36	1675/1675	---M-Z	200	added ('OK')	application/javascript	etag:%2268b-65a4eb4f-b1b56daf8f818d02;gz%22	https://vdbprivate.com/en/myaccount/verifynotify.js	bank/httrack/vdbprivate.com/en/myaccount/verifynotify.js	(from https://vdbprivate.com/en/myaccount/signup.php)
09:31:37	504/504	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:37%20GMT	https://vdbprivate.com/en/myaccount/images/scrollbars.css	bank/httrack/vdbprivate.com/en/myaccount/images/scrollbars.css	(from https://vdbprivate.com/en/myaccount/signup.php)
09:31:38	523/523	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:38%20GMT	https://vdbprivate.com/en/myaccount/images/Background_image_v5_1130x1663.jpg	bank/httrack/vdbprivate.com/en/myaccount/images/Background_image_v5_1130x1663.jpg	(from https://vdbprivate.com/en/myaccount/signup.php)
09:31:39	2682/2682	---M--	200	added ('OK')	image/gif	etag:%22a7a-65a56650-b2123fb41dc8f119;;;%22	https://vdbprivate.com/en/myaccount/images/apply_now_padlock.gif	bank/httrack/vdbprivate.com/en/myaccount/images/apply_now_padlock.gif	(from https://vdbprivate.com/en/myaccount/signup.php)
09:31:40	4898/4898	---M--	200	added ('OK')	image/jpeg	etag:%221322-65a56665-3541e1700cee2ac5;;;%22	https://vdbprivate.com/en/myaccount/images/verisignsecured.jpg	bank/httrack/vdbprivate.com/en/myaccount/images/verisignsecured.jpg	(from https://vdbprivate.com/en/myaccount/signup.php)
09:31:41	559/559	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:41%20GMT	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/fonts/fontawesome-webfont.eot?v=4.3.0	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/fonts/fontawesome-webfonte0a5.eot	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/css/font-awesome.css)
09:31:42	552/552	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:42%20GMT	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/fonts/fontawesome-webfont.eot?	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/fonts/fontawesome-webfontd41d.eot	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/css/font-awesome.css)
09:31:43	561/561	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:43%20GMT	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/fonts/fontawesome-webfont.woff2?v=4.3.0	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/fonts/fontawesome-webfonte0a5.woff2	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/css/font-awesome.css)
09:31:44	560/560	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:44%20GMT	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/fonts/fontawesome-webfont.woff?v=4.3.0	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/fonts/fontawesome-webfonte0a5.woff	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/css/font-awesome.css)
09:31:45	559/559	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Nov%202024%2004:01:45%20GMT	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/fonts/fontawesome-webfont.ttf?v=4.3.0	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/fonts/fontawesome-webfonte0a5.ttf	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/css/font-awesome.css)
09:31:46	313398/313398	---M-Z	200	added ('OK')	image/svg+xml	etag:%224c836-65a4eb28-11132a090ad4d8b5;gz%22	https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/fonts/fontawesome-webfonte0a5.svg?v=4.3.0	bank/httrack/vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/fonts/fontawesome-webfonte0a5e0a5.svg	(from https://vdbprivate.com/en/myaccount/resources/themes/netteller-theme/icons/css/font-awesome.css)
